Consecutivo;;Cliente;Producto;PesoVenta;Sacos;Precio;Total
361;14/11/2015 10:26:30;592;9;15598;0;8330;129931340
362;14/11/2015 10:27:19;592;9;16890;0;8330;140693700
363;14/11/2015 13:31:54;592;9;348;0;8100;2818800
364;14/11/2015 13:33:45;592;9;15670;0;8330;130531100
365;17/11/2015 17:39:11;96;1;13330;0;5840;77847200
366;17/11/2015 17:39:32;96;1;13540;0;5840;79073600
367;17/11/2015 17:40:15;96;1;13820;0;5840;80708800
368;17/11/2015 17:40:49;96;1;9310;0;5840;54370400
369;18/11/2015 08:45:11;667;9;100;0;8500;850000
370;19/11/2015 07:01:03;592;9;16959;0;8330;141268470
371;19/11/2015 07:03:49;592;9;16002;0;8330;133296660
372;19/11/2015 18:20:23;96;1;1210;0;6016;7279360
373;19/11/2015 18:20:39;96;1;4860;0;6016;29237760
374;19/11/2015 18:21:23;96;1;13770;0;6016;82840320
375;19/11/2015 18:21:57;96;1;14210;0;6016;85487360
376;19/11/2015 18:22:33;96;1;13440;0;6016;80855040
377;19/11/2015 18:23:15;96;1;2510;0;6016;15100160
378;20/11/2015 15:58:05;592;1;11985;0;5928;71047080
379;20/11/2015 15:58:24;592;1;14085;0;5928;83495880
380;20/11/2015 15:59:00;592;1;11955;0;5928;70869240
381;20/11/2015 15:59:39;592;1;12045;0;5928;71402760
382;20/11/2015 16:08:56;592;9;16499;0;8330;137436670
383;20/11/2015 16:16:36;3718;8;1607;0;4500;7231500
384;20/11/2015 16:20:03;3718;7;1776;0;5300;9412800
385;23/11/2015 14:32:46;592;9;2382;0;8330;19842060
386;23/11/2015 14:36:23;592;9;13613;0;8600;117071800
387;23/11/2015 14:37:02;592;9;16771;0;8600;144230600
388;23/11/2015 18:01:10;96;1;13860;0;6080;84268800
389;23/11/2015 18:01:26;96;1;11200;0;6080;68096000
390;23/11/2015 18:01:42;96;1;8240;0;6080;50099200
391;23/11/2015 18:04:16;96;1;7620;0;6080;46329600
392;23/11/2015 18:04:29;96;1;13270;0;6080;80681600
393;24/11/2015 18:07:49;96;1;11645;0;6160;71733200
394;24/11/2015 18:08:12;96;1;12560;0;6160;77369600
395;24/11/2015 18:08:39;96;1;8890;0;6160;54762400
396;24/11/2015 18:08:55;96;1;13000;0;6160;80080000
397;24/11/2015 18:09:45;96;1;3905;0;6160;24054800
398;24/11/2015 18:10:22;96;1;8865;0;6120;54253800
399;24/11/2015 18:11:45;96;1;12570;0;6120;76928400
400;24/11/2015 18:12:17;96;1;10325;0;6120;63189000
401;24/11/2015 06:52:54;96;1;14050;0;6120;85986000
402;25/11/2015 10:55:17;77;9;15467;328;8550;132242850
403;26/11/2015 11:05:06;592;9;17346;0;8600;149175600
404;26/11/2015 15:10:26;592;9;15742;0;8600;135381200
405;27/11/2015 18:29:22;592;9;16670;0;8600;143362000
406;27/11/2015 18:29:59;592;9;16714;0;8600;143740400
407;28/11/2015 13:43:01;592;9;3144;0;8600;27038400
408;28/11/2015 13:44:29;592;9;13338;0;8670;115640460
409;30/11/2015 11:06:49;592;9;16081;0;8670;139422270
410;30/11/2015 11:07:47;592;9;16251;0;8670;140896170
411;01/12/2015 17:55:06;96;1;3625;0;6200;22475000
412;01/12/2015 17:55:42;96;1;12670;0;6200;78554000
413;01/12/2015 17:56:27;96;1;14160;0;6200;87792000
414;01/12/2015 17:57:27;96;1;12690;0;6200;78678000
415;01/12/2015 17:57:43;96;1;9125;0;6200;56575000
416;01/12/2015 17:58:17;96;1;13650;0;6200;84630000
417;01/12/2015 17:59:38;96;1;9420;0;6200;58404000
418;01/12/2015 18:00:00;96;1;13460;0;6200;83452000
419;01/12/2015 18:00:52;96;1;2957;0;6200;18333400
420;01/12/2015 09:47:44;96;1;8243;0;6200;51106600
421;01/12/2015 09:48:01;96;1;5467;0;6000;32802000
422;01/12/2015 09:48:18;96;1;13080;0;6000;78480000
423;01/12/2015 09:49:06;96;1;12900;0;6000;77400000
424;01/12/2015 09:50:21;96;1;9750;0;6000;58500000
425;01/12/2015 09:50:34;96;1;13000;0;6000;78000000
426;01/12/2015 09:50:53;96;1;14070;0;6000;84420000
427;01/12/2015 09:55:19;96;1;13880;0;6000;83280000
428;01/12/2015 09:56:06;96;1;13130;0;6000;78780000
429;01/12/2015 09:56:48;96;1;4723;0;6000;28338000
430;04/12/2015 18:22:47;96;1;10353;0;6440;66673320
431;04/12/2015 18:23:34;96;1;2267;0;6440;14599480
432;04/12/2015 18:24:30;96;1;14360;0;6440;92478400
433;04/12/2015 18:25:00;96;1;13590;0;6440;87519600
434;04/12/2015 18:25:45;96;1;14230;0;6440;91641200
435;04/12/2015 18:26:44;96;1;5553;0;6440;35761320
436;04/12/2015 18:29:01;96;1;8807;0;6280;55307960
437;04/12/2015 18:30:13;96;1;14120;0;6280;88673600
438;04/12/2015 18:31:01;96;1;12830;0;6280;80572400
439;04/12/2015 18:31:30;96;1;13740;0;6280;86287200
440;04/12/2015 18:32:08;96;1;503;0;6280;3158840
441;04/12/2015 18:33:01;96;1;12477;0;6320;78854640
442;04/12/2015 18:33:52;96;1;10570;0;6320;66802400
443;04/12/2015 18:34:15;96;1;13000;0;6320;82160000
444;04/12/2015 18:34:57;96;1;13590;0;6320;85888800
445;04/12/2015 18:35:24;96;1;363;0;6320;2294160
446;04/12/2015 18:37:18;96;1;13197;0;6440;84988680
447;04/12/2015 18:37:34;96;1;13740;0;6440;88485600
448;04/12/2015 18:39:26;96;1;12710;0;6440;81852400
449;04/12/2015 07:06:38;592;9;17544;0;8670;152106480
450;04/12/2015 07:06:54;592;9;17584;0;8670;152453280
451;04/12/2015 07:17:57;592;9;15642;0;8670;135616140
452;04/12/2015 14:14:36;592;9;3560;0;8670;30865200
453;04/12/2015 14:15:01;592;9;12082;0;8900;107529800
454;04/12/2015 17:59:14;3718;7;2255,5;0;5500;12405250
455;04/12/2015 18:00:42;3718;8;2205,5;0;4500;9924750
456;04/12/2015 16:49:57;592;1;14167;0;6160;87268720
457;04/12/2015 16:51:04;592;1;11875;0;6176;73340000
458;04/12/2015 16:51:38;592;1;14032;0;6176;86661632
459;04/12/2015 16:52:15;592;1;13932;0;6176;86044032
460;07/12/2015 17:31:10;592;9;15167;0;8900;134986300
461;07/12/2015 17:32:26;592;9;9798;0;8900;87202200
462;07/12/2015 17:34:07;592;0;16034;0;8900;142702600
463;07/12/2015 17:35:15;592;9;16034;0;8900;142702600
464;07/12/2015 17:43:09;592;9;16293;0;8900;145007700
465;09/12/2015 18:38:41;96;1;14410;0;6760;97411600
466;09/12/2015 18:39:00;96;1;14030;0;6760;94842800
467;09/12/2015 18:40:04;96;1;12210;0;6760;82539600
468;09/12/2015 18:41:52;96;1;14030;0;6760;94842800
469;09/12/2015 18:42:48;96;1;13710;0;6760;92679600
470;09/12/2015 18:43:56;96;1;5000;0;5600;28000000
471;09/12/2015 18:44:35;96;1;7547;0;6760;51017720
472;09/12/2015 18:45:11;96;1;12850;0;6760;86866000
473;09/12/2015 18:45:38;96;1;11213;0;6760;75799880
474;10/12/2015 18:49:51;592;9;16940;0;8900;150766000
475;10/12/2015 18:56:32;592;9;13636;0;8900;121360400
476;10/12/2015 18:57:26;592;9;2681;0;9200;24665200
477;14/12/2015 17:32:30;96;1;11739;0;6440;75599160
478;14/12/2015 17:32:44;96;1;6774;0;6440;43624560
479;14/12/2015 17:33:59;96;1;6271;0;6424;40284904
480;14/12/2015 17:36:03;96;1;2527;0;6440;16273880
481;14/12/2015 17:37:27;96;1;12870;0;6440;82882800
482;14/12/2015 17:38:23;96;1;12870;0;6440;82882800
483;14/12/2015 17:38:51;96;1;13830;0;6440;89065200
484;14/12/2015 17:39:25;96;1;13750;0;6440;88550000
485;14/12/2015 17:39:58;96;1;13030;0;6440;83913200
486;14/12/2015 17:40:55;96;1;12610;0;6440;81208400
487;14/12/2015 17:41:46;96;1;13106;0;6424;84192944
488;14/12/2015 17:42:13;96;1;11995;0;6424;77055880
489;14/12/2015 17:42:45;96;1;13100;0;6424;84154400
490;14/12/2015 17:43:22;96;1;14070;0;6424;90385680
491;14/12/2015 17:44:02;96;1;13990;0;6424;89871760
492;15/12/2015 08:15:59;592;9;3000;0;7500;22500000
493;15/12/2015 08:17:03;592;9;14010;0;9200;128892000
494;15/12/2015 08:24:52;592;9;16125;0;9200;148350000
495;15/12/2015 11:37:44;96;1;33195;737;6720;223070400
496;15/12/2015 11:38:57;96;1;33868;0;6720;227592960
497;15/12/2015 11:40:28;96;1;32414;0;6720;217822080
498;17/12/2015 09:30:13;592;9;17466;0;9200;160687200
499;19/12/2015 16:28:48;592;9;15880;0;9200;146096000
500;21/12/2015 18:14:18;592;9;16653;0;9200;153207600
501;22/12/2015 11:16:49;592;9;16593;0;9200;152655600
502;22/12/2015 10:11:58;1212;9;16485;339;9330;153805050
503;23/12/2015 10:13:18;1212;9;14625;290;9330;136451250
504;23/12/2015 10:14:44;1212;9;6303;127;9330;58806990
505;23/12/2015 10:15:01;1212;9;14477;127;9330;135070410
506;23/12/2015 13:43:38;77;9;37609;778;9300;349763700
507;23/12/2015 14:36:29;4844;9;2002;40;9300;18618600
508;28/12/2015 15:19:48;96;1;34186;736;6640;226995040
509;28/12/2015 15:20:51;96;1;32550;736;6640;216132000
510;28/12/2015 16:13:51;96;1;32732;0;6640;217340480
511;28/12/2015 18:13:19;96;1;13294;0;6384;84868896
512;28/12/2015 18:13:35;96;1;13890;0;6384;88673760
513;28/12/2015 18:14:54;96;1;12954;0;6384;82698336
514;29/12/2015 08:51:27;592;1;10161;0;6114;62124354
515;29/12/2015 08:52:13;592;1;1844;0;6154;11347976
516;29/12/2015 13:10:27;96;1;11475;0;6384;73256400
517;29/12/2015 13:10:50;96;1;500;0;5600;2800000
518;29/12/2015 13:11:14;96;1;7790;0;6384;49731360
519;29/12/2015 13:11:33;96;1;300;0;5600;1680000
520;29/12/2015 13:12:29;96;1;8203;0;6384;52367952
521;30/12/2015 19:06:57;96;1;7978;0;6384;50931552
522;30/12/2015 19:07:32;96;1;6402;0;6384;40870368
523;30/12/2015 19:08:01;96;1;12810;0;6384;81779040
524;30/12/2015 19:09:21;96;1;12015;0;6384;76703760
525;30/12/2015 19:09:39;96;1;14005;0;6384;89407920
526;31/12/2015 10:56:42;4878;7;1,5;0;8000;12000
527;31/12/2015 10:54:47;96;1;6652;0;6384;42466368
528;05/01/2016 13:16:35;96;1;4827;0;6336;30583872
529;05/01/2016 13:16:52;96;1;13645;0;6336;86454720
530;05/01/2016 13:17:14;96;1;300;0;5600;1680000
531;05/01/2016 13:21:05;96;1;12345;0;6336;78217920
532;05/01/2016 13:21:58;96;1;300;0;5600;1680000
533;05/01/2016 13:22:34;96;1;13150;0;6336;83318400
534;05/01/2016 13:23:06;96;1;300;0;5600;1680000
535;05/01/2016 13:23:40;96;1;6033;0;6336;38225088
536;05/01/2016 13:24:31;96;1;6507;0;6288;40916016
537;05/01/2016 13:25:47;96;1;300;0;5600;1680000
538;05/01/2016 13:28:28;96;1;10025;0;6288;63037200
539;05/01/2016 13:28:43;96;1;14080;0;6288;88535040
540;05/01/2016 13:30:11;96;1;300;0;5600;1680000
541;05/01/2016 13:30:44;96;1;12680;0;6288;79731840
542;05/01/2016 13:31:26;96;1;300;0;5600;1680000
543;05/01/2016 13:31:59;96;1;6708;0;6288;42179904
544;14/01/2016 14:18:38;77;9;1965;38;8600;16899000
545;14/01/2016 14:19:58;77;9;28835;309;8600;247981000
546;14/01/2016 14:20:56;77;9;35277;725;8600;303382200
547;14/01/2016 07:41:13;77;9;3483;69;8600;29953800
548;14/01/2016 07:41:33;77;9;1800;36;8600;15480000
549;16/01/2016 11:15:05;46;9;9235;191;8461;78137335
550;16/01/2016 11:18:07;46;9;9426;190;8461;79753386
551;16/01/2016 13:56:19;96;1;7195;0;6240;44896800
552;16/01/2016 13:57:19;96;1;7140;0;6240;44553600
553;16/01/2016 13:57:42;96;1;11860;0;6240;74006400
554;16/01/2016 13:58:22;96;1;400;0;5600;2240000
555;16/01/2016 14:00:34;96;1;13754;0;6240;85824960
556;16/01/2016 14:00:56;96;1;400;0;5600;2240000
557;16/01/2016 14:01:56;96;1;12825;0;6240;80028000
558;16/01/2016 14:02:17;96;1;400;0;5600;2240000
559;16/01/2016 14:03:06;96;1;13160;0;6240;82118400
560;16/01/2016 14:03:43;96;1;400;0;5600;2240000
561;16/01/2016 14:04:00;96;1;10567;0;6240;65938080
562;16/01/2016 14:05:17;96;1;400;0;5600;2240000
563;16/01/2016 14:06:04;96;0;11750;0;6240;73320000
564;16/01/2016 14:06:44;96;0;11750;0;6240;73320000
565;16/01/2016 14:07:10;96;1;11750;0;6240;73320000
566;16/01/2016 14:07:25;96;1;11749;0;6240;73313760
567;19/01/2016 08:15:34;2417;9;1000;0;8200;8200000
568;19/01/2016 08:20:22;2417;9;972;40;8200;7970400
569;22/01/2016 17:44:33;592;1;13084;0;6368;83318912
570;22/01/2016 17:46:03;592;1;394;0;6368;2508992
571;22/01/2016 17:46:59;592;1;13814;0;6392;88299088
572;22/01/2016 17:48:39;592;1;13003;0;6368;82803104
573;22/01/2016 17:52:22;592;1;3519;0;6368;22408992
574;22/01/2016 17:53:23;592;1;8156;0;6185;50444860
575;22/01/2016 15:31:41;96;1;4110;0;6360;26139600
576;22/01/2016 15:33:09;96;1;12970;0;6360;82489200
577;22/01/2016 15:33:35;96;1;500;0;5600;2800000
578;22/01/2016 15:35:35;96;1;12340;0;6360;78482400
579;22/01/2016 15:36:38;96;1;500;0;5600;2800000
580;22/01/2016 15:37:09;96;1;12505;0;6360;79531800
581;22/01/2016 15:37:44;96;1;500;0;5600;2800000
582;22/01/2016 15:38:51;96;1;13789;0;6360;87698040
583;22/01/2016 15:39:05;96;1;500;0;5600;2800000
584;22/01/2016 15:43:01;96;1;14080;0;6552;92252160
585;22/01/2016 15:43:25;96;1;13894;0;6552;91033488
586;22/01/2016 15:43:58;96;1;13262;0;6552;86892624
587;22/01/2016 15:44:33;96;1;3050;0;6552;19983600
588;22/01/2016 08:52:23;3718;7;2006;0;5300;10631800
589;22/01/2016 08:53:03;3718;8;2994;0;4400;13173600
590;26/01/2016 17:42:18;96;1;8667;0;6480;56162160
591;26/01/2016 17:42:39;96;1;300;0;5600;1680000
592;26/01/2016 17:44:04;96;1;6482;0;6480;42003360
593;26/01/2016 17:44:41;96;1;7528;0;6672;50226816
594;26/01/2016 17:46:06;96;1;13100;0;6672;87403200
595;26/01/2016 17:46:29;96;1;14223;0;6672;94895856
596;27/01/2016 14:50:20;592;9;1692;0;9200;15566400
597;27/01/2016 14:50:56;592;9;15525;0;8700;135067500
598;27/01/2016 14:51:33;592;9;16524;0;8700;143758800
599;27/01/2016 06:51:45;592;1;12015;0;6787;81545810
600;28/01/2016 11:10:48;592;9;1000;0;7500;7500000
601;28/01/2016 11:11:05;592;9;15732;0;8700;136868400
602;28/01/2016 17:15:41;96;1;8692;0;6520;56671840
603;28/01/2016 17:16:00;96;1;7294;0;6520;47556880
604;28/01/2016 17:20:18;96;1;4171;0;6520;27194920
605;28/01/2016 17:21:11;96;1;500;0;5600;2800000
606;28/01/2016 17:21:51;96;1;5829;0;6520;38005080
607;28/01/2016 17:27:58;96;1;5000;0;6520;32600000
608;28/01/2016 17:29:05;96;1;500;0;5600;2800000
609;28/01/2016 17:31:15;96;1;8017;0;6520;52270840
610;28/01/2016 17:31:36;96;1;2706;0;6520;17643120
611;28/01/2016 17:32:11;96;1;500;0;5600;2800000
612;28/01/2016 17:33:47;96;1;8291;0;6560;54388960
613;29/01/2016 08:21:19;96;1;13220;0;6496;85877120
614;29/01/2016 08:21:46;96;1;12660;0;6496;82239360
615;29/01/2016 08:22:03;96;1;500;0;5600;2800000
616;29/01/2016 08:22:23;96;1;13425;0;6496;87208800
617;29/01/2016 08:22:36;96;1;500;0;5600;2800000
618;29/01/2016 08:23:36;96;1;12410;0;6496;80615360
619;29/01/2016 08:23:51;96;1;500;0;5600;2800000
620;29/01/2016 08:24:08;96;1;10175;0;6496;66096800
621;29/01/2016 08:24:51;96;1;3225;0;6480;20898000
622;29/01/2016 08:25:05;96;1;500;0;5600;2800000
623;29/01/2016 08:25:24;96;1;13420;0;6480;86961600
624;29/01/2016 08:25:40;96;1;500;0;5600;2800000
625;29/01/2016 08:26:30;96;1;8177;0;6672;54556944
626;29/01/2016 08:27:00;96;1;13390;0;6496;86981440
627;29/01/2016 08:27:15;96;1;500;0;5600;2800000
628;29/01/2016 08:27:29;96;1;12440;0;6496;80810240
629;29/01/2016 08:27:43;96;1;500;0;5600;2800000
630;29/01/2016 08:28:12;96;1;12280;0;6496;79770880
631;29/01/2016 08:28:27;96;1;500;0;5600;2800000
632;29/01/2016 11:28:07;96;1;4658;0;6480;30183840
633;29/01/2016 11:28:22;96;1;10510;0;6480;68104800
634;29/01/2016 11:28:58;96;1;500;0;5600;2800000
635;29/01/2016 11:29:47;96;1;500;0;5600;2800000
636;02/02/2016 11:32:38;592;9;1000;0;7500;7500000
637;02/02/2016 11:36:43;592;9;15733;0;8700;136877100
638;03/02/2016 18:10:04;96;1;8004;0;6640;53146560
639;03/02/2016 18:10:18;96;1;13121;0;6640;87123440
640;03/02/2016 18:10:55;96;1;500;0;5600;2800000
641;03/02/2016 18:11:48;96;1;12580;0;6640;83531200
642;03/02/2016 18:12:32;96;1;12890;0;6640;85589600
643;03/02/2016 18:12:53;96;1;500;0;5600;2800000
644;03/02/2016 18:14:02;96;1;500;0;5600;2800000
645;03/02/2016 18:14:27;96;1;3405;0;6640;22609200
646;04/02/2016 17:12:57;592;9;1000;0;7500;7500000
647;04/02/2016 17:17:27;592;9;8386;0;8700;72958200
648;04/02/2016 17:17:58;592;9;7415;0;8400;62286000
649;04/02/2016 17:20:04;592;9;1000;0;7500;7500000
650;04/02/2016 17:20:21;592;9;15891;0;8400;133484400
651;04/02/2016 17:21:04;592;9;1000;0;7500;7500000
652;04/02/2016 17:21:35;592;9;16277;0;8400;136726800
653;04/02/2016 17:22:05;592;9;1000;0;7500;7500000
654;04/02/2016 17:22:51;592;9;15042;0;8400;126352800
655;04/02/2016 18:02:49;96;1;10885;0;6720;73147200
656;04/02/2016 18:03:18;96;1;1250;0;6720;8400000
657;04/02/2016 18:03:41;96;1;11020;0;6720;74054400
658;04/02/2016 18:04:48;96;1;2000;0;5600;11200000
659;04/02/2016 18:05:26;96;1;1589;0;6720;10678080
660;04/02/2016 18:06:43;96;1;13350;0;6912;92275200
661;05/02/2016 18:07:38;96;1;14180;0;6680;94722400
662;05/02/2016 18:07:52;96;1;12915;0;6680;86272200
663;05/02/2016 18:08:29;96;1;14821;0;6680;99004280
664;05/02/2016 18:09:23;96;1;8084;0;6680;54001120
665;05/02/2016 18:09:52;96;1;2000;0;5600;11200000
666;05/02/2016 15:37:39;592;9;1000;0;7500;7500000
667;05/02/2016 15:38:00;592;9;15438;0;8400;129679200
668;05/02/2016 15:41:50;592;9;1000;0;7500;7500000
669;05/02/2016 15:42:06;592;9;16277;0;8400;136726800
670;05/02/2016 07:49:01;96;1;11930;0;6720;80169600
671;08/02/2016 11:45:27;592;9;15733;0;8400;132157200
672;08/02/2016 11:45:45;592;9;1000;0;7500;7500000
673;08/02/2016 15:20:43;592;9;16267;0;8400;136642800
674;08/02/2016 15:27:30;592;9;1000;0;7500;7500000
675;08/02/2016 16:39:05;96;1;13335;0;6600;88011000
676;08/02/2016 16:39:20;96;1;13702;0;6600;90433200
677;08/02/2016 16:43:13;96;1;12963;0;6600;85555800
678;08/02/2016 16:43:50;96;1;942;0;5600;5275200
679;10/02/2016 07:54:26;592;9;1660;0;8400;13944000
680;10/02/2016 07:54:40;592;9;1000;0;7500;7500000
681;10/02/2016 07:54:55;592;9;14627;0;8450;123598150
682;10/02/2016 07:55:10;592;9;1000;0;7500;7500000
683;10/02/2016 07:55:26;592;9;16110;0;8450;136129500
684;12/02/2016 15:40:07;592;9;16247;0;8450;137287150
685;12/02/2016 15:40:46;592;9;1000;0;7500;7500000
686;12/02/2016 15:54:10;592;9;12892;0;7032;90656544
687;12/02/2016 15:54:23;592;9;3777;0;7032;26559864
688;12/02/2016 15:54:40;592;9;10097;0;7032;71002104
689;12/02/2016 15:55:06;592;9;14107;0;7032;99200424
690;12/02/2016 15:55:23;592;9;12955;0;7032;91099560
691;12/02/2016 15:55:49;592;9;12901;0;7032;90719832
692;12/02/2016 15:56:40;592;9;12990;0;6832;88747680
693;12/02/2016 15:56:56;592;9;8142;0;6832;55626144
694;12/02/2016 15:57:10;592;9;11613;0;6832;79340016
695;12/02/2016 15:57:29;592;9;12860;0;6832;87859520
696;12/02/2016 15:57:57;592;9;14290;0;6832;97629280
697;12/02/2016 15:59:03;592;9;14304;0;7032;100585728
698;12/02/2016 15:59:16;592;9;13253;0;7032;93195096
699;12/02/2016 16:00:09;96;1;5714;0;7032;40180848
700;12/02/2016 16:00:40;96;1;8246;0;6832;56336672
701;12/02/2016 16:00:54;96;1;14110;0;6832;96399520
702;12/02/2016 16:02:22;96;1;14310;0;6832;97765920
703;12/02/2016 16:02:37;96;1;3439;0;6832;23495248
704;16/02/2016 13:12:09;592;9;1000;0;7500;7500000
705;16/02/2016 13:12:38;592;9;3016;0;8450;25485200
706;16/02/2016 13:15:52;592;9;13241;0;8400;111224400
707;16/02/2016 13:16:36;592;9;1000;0;7500;7500000
708;16/02/2016 13:17:05;592;9;16237;0;8400;136390800
709;16/02/2016 13:24:31;592;9;1000;0;7500;7500000
710;16/02/2016 13:24:45;592;9;16139;0;8400;135567600
711;17/02/2016 09:28:54;3718;8;5460;0;4400;24024000
712;17/02/2016 09:39:52;592;1;1000;0;7500;7500000
713;17/02/2016 09:40:08;592;1;16237;0;8400;136390800
714;17/02/2016 14:02:41;592;9;1000;0;7500;7500000
715;17/02/2016 14:02:57;592;9;16267;0;8400;136642800
716;17/02/2016 17:37:32;96;1;11485;0;6792;78006120
717;17/02/2016 17:46:49;96;1;14503;0;6792;98504376
